geneID,COG_category,baseMean,mean_broth,mean_plate,log2FC_shrunk,log2FoldChange,lfcSE,stat,pvalue,padj,eggNOG_OGs,Description,Function/Purpose,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
J2S48_RS07850,M,933.6660085,144.832656,2116.916037,3.729791572,3.841045947,0.495044111,7.75899735,8.56E-15,2.41E-13,"COG0677@1|root,COG0677@2|Bacteria,2I765@201174|Actinobacteria",UDP binding domain,,-,-,-,-,-,-,-,-,-,-,-,-,"UDPG_MGDP_dh,UDPG_MGDP_dh_C,UDPG_MGDP_dh_N"
J2S48_RS11120,K,4952.076874,1129.269067,10686.28858,3.152247973,3.247390305,0.420147013,7.729176219,1.08E-14,3.03E-13,"COG2344@1|root,COG2344@2|Bacteria,2GMV2@201174|Actinobacteria,4F3MI@85017|Promicromonosporaceae",Modulates transcription in response to changes in cellular NADH NAD( ) redox state,,rex,"GO:0003674,GO:0005488,GO:0005515,GO:0042802",-,ko:K01926,-,-,-,-,"ko00000,ko03000",-,-,-,"CoA_binding,Put_DNA-bind_N"
J2S48_RS20140,G,1795.307483,654.4865763,3506.538842,2.366250264,2.426367938,0.316921516,7.656053045,1.92E-14,5.28E-13,"COG0395@1|root,COG0395@2|Bacteria,2GN84@201174|Actinobacteria,4F5GD@85017|Promicromonosporaceae",Binding-protein-dependent transport system inner membrane component,,-,-,-,ko:K10229,"ko02010,map02010",M00200,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.1.5,-,-,BPD_transp_1
J2S48_RS19005,T,1971.640634,517.5755366,4152.738279,2.916549414,2.998596344,0.392231903,7.644957792,2.09E-14,5.64E-13,"COG2905@1|root,COG2905@2|Bacteria,2I3M3@201174|Actinobacteria,4F5M3@85017|Promicromonosporaceae",Domain in cystathionine beta-synthase and other proteins.,,-,-,-,-,-,-,-,-,-,-,-,-,CBS
J2S48_RS14405,M,18610.37688,4496.952541,39780.51339,3.059076192,3.145738075,0.411790075,7.639178954,2.19E-14,5.83E-13,"COG1876@1|root,COG1876@2|Bacteria,2GQ6K@201174|Actinobacteria,4F5Z5@85017|Promicromonosporaceae",D-alanyl-D-alanine carboxypeptidase,,-,-,-,-,-,-,-,-,-,-,-,-,"NLPC_P60,VanY"
J2S48_RS10995,NU,14188.25705,3076.994436,30855.15097,3.22744124,3.324061258,0.437024822,7.606115459,2.82E-14,7.42E-13,"COG3170@1|root,COG3170@2|Bacteria,2I17C@201174|Actinobacteria,4F5TB@85017|Promicromonosporaceae",Tfp pilus assembly protein FimV,,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS07795,M,3944.269224,917.6371918,8484.217273,3.120347204,3.213320858,0.425341571,7.554683286,4.20E-14,1.08E-12,"COG0438@1|root,COG0438@2|Bacteria,2GMI6@201174|Actinobacteria",glycosyl transferase group 1,,-,-,-,-,-,-,-,-,-,-,-,-,"Glyco_trans_1_4,Glyco_trans_4_4,Glycos_transf_1"
J2S48_RS04045,C,6837.150355,1426.155088,14953.64326,3.284528797,3.389157075,0.452540294,7.489182999,6.93E-14,1.73E-12,"COG2225@1|root,COG2225@2|Bacteria,2GJGP@201174|Actinobacteria,4F561@85017|Promicromonosporaceae",Malate synthase,,aceB,-,2.3.3.9,ko:K01638,"ko00620,ko00630,ko01100,ko01110,ko01120,ko01200,map00620,map00630,map01100,map01110,map01120,map01200",M00012,R00472,"RC00004,RC00308,RC02747","ko00000,ko00001,ko00002,ko01000",-,-,-,Malate_synthase
J2S48_RS19885,S,1975.135971,436.8651387,4282.54222,3.190757253,3.28999587,0.440249629,7.473023598,7.84E-14,1.94E-12,"COG3021@1|root,COG3021@2|Bacteria,2IAD6@201174|Actinobacteria",Endonuclease/Exonuclease/phosphatase family,,-,-,-,ko:K18353,"ko01502,ko02020,map01502,map02020",M00651,-,-,"ko00000,ko00001,ko00002,ko01504",-,-,-,Exo_endo_phos
J2S48_RS13370,S,1898.463133,653.3526936,3766.128792,2.452487153,2.522996193,0.339238577,7.437232569,1.03E-13,2.50E-12,"COG3544@1|root,COG3544@2|Bacteria,2IKUE@201174|Actinobacteria,4F4P9@85017|Promicromonosporaceae",Domain of unknown function (DUF305),,-,-,-,-,-,-,-,-,-,-,-,-,DUF305
J2S48_RS25905,S,2196.793403,146.15171,5272.755943,5.029218897,5.205606484,0.699972576,7.436872049,1.03E-13,2.50E-12,"2CEY7@1|root,2Z8CG@2|Bacteria,2GKI0@201174|Actinobacteria",membrane,,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS07855,M,1244.632657,230.432991,2765.932156,3.482572606,3.595681181,0.484136472,7.426999175,1.11E-13,2.67E-12,"COG0463@1|root,COG4641@1|root,COG0463@2|Bacteria,COG4641@2|Bacteria,2I90S@201174|Actinobacteria","transferase activity, transferring glycosyl groups",,-,-,-,-,-,-,-,-,-,-,-,-,"DUF3880,Glyco_tranf_2_3,Glyco_trans_1_2,Glyco_trans_1_4,Glyco_transf_4,Glycos_transf_2"
J2S48_RS21880,-,8914.954799,2788.28558,18104.95863,2.625555319,2.698554055,0.366997961,7.353049176,1.94E-13,4.62E-12,"2E6TR@1|root,331DK@2|Bacteria,2IQF8@201174|Actinobacteria,4F4U8@85017|Promicromonosporaceae",-,,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS07940,S,439.6788229,32.65372733,1050.216466,4.957096914,5.144874859,0.708321158,7.263477591,3.77E-13,8.76E-12,"COG3845@1|root,COG3845@2|Bacteria,2H7KJ@201174|Actinobacteria,4F44H@85017|Promicromonosporaceae",ATPases associated with a variety of cellular activities,,yufO,-,3.6.3.17,ko:K02056,-,M00221,-,-,"ko00000,ko00002,ko01000,ko02000",3.A.1.2,-,-,ABC_tran
J2S48_RS07815,M,1490.707575,307.719953,3265.189009,3.312615027,3.424794394,0.473158218,7.238158958,4.55E-13,1.04E-11,"COG0381@1|root,COG0381@2|Bacteria,2GJWS@201174|Actinobacteria,4F5H2@85017|Promicromonosporaceae",UDP-N-acetylglucosamine 2-epimerase,,wecB,-,5.1.3.14,ko:K01791,"ko00520,ko01100,ko05111,map00520,map01100,map05111",M00362,R00420,RC00290,"ko00000,ko00001,ko00002,ko01000,ko01005",-,-,-,Epimerase_2
J2S48_RS09900,,866.0732132,260.119571,1775.003677,2.684317313,2.769264246,0.383481329,7.221379594,5.15E-13,1.17E-11,,,,,,,,,,,,,,,,
J2S48_RS25900,,4862.210278,316.2339015,11681.17484,5.036926988,5.224000407,0.724153344,7.213942256,5.44E-13,1.23E-11,,,,,,,,,,,,,,,,
J2S48_RS24720,,4013.60061,161.7359857,9791.397547,5.717381327,5.93550225,0.826817091,7.178736768,7.04E-13,1.56E-11,,,,,,,,,,,,,,,,
J2S48_RS17415,S,2975.042488,1062.206933,5844.29582,2.390963147,2.461509765,0.343270591,7.170756329,7.46E-13,1.64E-11,"COG3550@1|root,COG3550@2|Bacteria,2IA5Z@201174|Actinobacteria,4F5HB@85017|Promicromonosporaceae",Pfam:HipA_N,,-,-,2.7.11.1,ko:K07154,-,-,-,-,"ko00000,ko01000,ko01001,ko02048",-,-,-,"Couple_hipA,HipA_C"
J2S48_RS21850,L,2473.969373,468.1602523,5482.683053,3.419335935,3.539216079,0.497633825,7.11208906,1.14E-12,2.47E-11,"COG2356@1|root,COG2356@2|Bacteria,2GJ38@201174|Actinobacteria,4F4D2@85017|Promicromonosporaceae",Protein of unknown function (DUF1524),,-,-,-,-,-,-,-,-,-,-,-,-,DUF1524
J2S48_RS19830,F,6828.671096,3024.592124,12534.78955,1.997197043,2.052522489,0.290293364,7.070511224,1.54E-12,3.27E-11,"COG1181@1|root,COG1181@2|Bacteria,2GITC@201174|Actinobacteria,4F43G@85017|Promicromonosporaceae",Belongs to the D-alanine--D-alanine ligase family,,ddl,"GO:0000270,GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0006022,GO:0006023,GO:0006024,GO:0006807,GO:0008150,GO:0008152,GO:0008716,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009987,GO:0016020,GO:0016874,GO:0016879,GO:0016881,GO:0030203,GO:0034645,GO:0040007,GO:0042546,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044249,GO:0044260,GO:0044464,GO:0070589,GO:0071554,GO:0071704,GO:0071840,GO:0071944,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576",6.3.2.4,ko:K01921,"ko00473,ko00550,ko01100,ko01502,map00473,map00550,map01100,map01502",-,R01150,"RC00064,RC00141","ko00000,ko00001,ko01000,ko01011",-,-,-,"Dala_Dala_lig_C,Dala_Dala_lig_N"
J2S48_RS03950,-,10133.72183,3346.444028,20314.63854,2.51429687,2.600588974,0.368422435,7.058715016,1.68E-12,3.54E-11,"29962@1|root,2ZW9C@2|Bacteria,2I0Q1@201174|Actinobacteria,4F57R@85017|Promicromonosporaceae",-,,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS25085,K,9406.488342,2856.495821,19231.47712,2.666909524,2.751216467,0.39114643,7.033725112,2.01E-12,4.18E-11,"2CNY9@1|root,31GEE@2|Bacteria,2IKKZ@201174|Actinobacteria,4F4U1@85017|Promicromonosporaceae","Binds to RNA polymerase (RNAP), stimulating transcription from principal, but not alternative sigma factor promoters",,rbpA,-,-,-,-,-,-,-,-,-,-,-,RbpA
J2S48_RS09280,O,1453.111437,474.0257005,2921.740042,2.535671271,2.616407816,0.372908168,7.016225541,2.28E-12,4.69E-11,"COG1404@1|root,COG4932@1|root,COG1404@2|Bacteria,COG4932@2|Bacteria,2HQIW@201174|Actinobacteria,4F5H7@85017|Promicromonosporaceae",Subtilase family,,bpr,"GO:0005575,GO:0005576",-,ko:K13276,-,-,-,-,"ko00000,ko01000,ko01002,ko03110",-,-,-,"CarbopepD_reg_2,CarboxypepD_reg,Inhibitor_I9,PKD,Peptidase_M6,Peptidase_S8,SLH"
J2S48_RS19925,M,4900.937918,2035.810019,9198.629767,2.115841042,2.174538885,0.310624947,7.000528797,2.55E-12,5.21E-11,"COG0791@1|root,COG0791@2|Bacteria,2GIWB@201174|Actinobacteria,4F4BP@85017|Promicromonosporaceae",pfam nlp p60,,spl,-,-,ko:K21471,-,-,-,-,"ko00000,ko01000,ko01002,ko01011",-,-,-,NLPC_P60
J2S48_RS07760,,816.9173407,231.6119545,1694.87542,2.774108492,2.868502923,0.411927647,6.963608637,3.32E-12,6.62E-11,,,,,,,,,,,,,,,,
J2S48_RS14765,E,186.1943677,29.10502842,421.8283766,3.705342508,3.847584178,0.556615687,6.912460909,4.76E-12,9.18E-11,"COG0411@1|root,COG0411@2|Bacteria,2GMEE@201174|Actinobacteria,4DPPJ@85009|Propionibacteriales","Amino acid amide ABC transporter ATP-binding protein 1, HAAT family",,-,-,-,ko:K01995,"ko02010,ko02024,map02010,map02024",M00237,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.4,-,-,"ABC_tran,BCA_ABC_TP_C"
J2S48_RS04030,C,5855.906883,962.405933,13196.15831,3.640866318,3.780516201,0.549592682,6.878760083,6.04E-12,1.16E-10,"COG0247@1|root,COG0247@2|Bacteria,2GIVX@201174|Actinobacteria,4FG7G@85021|Intrasporangiaceae",4Fe-4S dicluster domain,,glcF,-,-,ko:K11473,"ko00630,ko01100,ko01110,ko01120,ko01130,map00630,map01100,map01110,map01120,map01130",-,R00475,RC00042,"ko00000,ko00001",-,-,-,"CCG,Fer4_7,Fer4_8"
J2S48_RS12465,S,1238.798958,205.9843908,2788.020809,3.621242773,3.761158314,0.54690495,6.87717,6.11E-12,1.16E-10,"COG3824@1|root,COG3824@2|Bacteria,2IKXW@201174|Actinobacteria,4F4N1@85017|Promicromonosporaceae",Zincin-like metallopeptidase,,-,-,-,-,-,-,-,-,-,-,-,-,Zincin_1
J2S48_RS02915,S,1685.036752,765.7604102,3063.951265,1.937275358,1.997132882,0.292403643,6.830054715,8.49E-12,1.59E-10,"COG4099@1|root,COG4099@2|Bacteria,2GRZB@201174|Actinobacteria",phospholipase Carboxylesterase,,-,-,-,-,-,-,-,-,-,-,-,-,"Esterase,Esterase_phd,Peptidase_S9"
J2S48_RS11150,P,3352.405052,1734.430467,5779.36693,1.693828316,1.737548384,0.254899704,6.816596307,9.32E-12,1.74E-10,"COG0168@1|root,COG0168@2|Bacteria,2GKKS@201174|Actinobacteria,4F3T7@85017|Promicromonosporaceae",Cation transport protein,,trkH,-,-,ko:K03498,-,-,-,-,"ko00000,ko02000","2.A.38.1,2.A.38.4",-,-,TrkH
J2S48_RS22825,G,231.8709351,46.78277494,509.5031753,3.324949863,3.452880328,0.506822656,6.812797897,9.57E-12,1.78E-10,"COG3717@1|root,COG3717@2|Bacteria,2I9WH@201174|Actinobacteria,4F5J5@85017|Promicromonosporaceae",KduI/IolB family,,-,-,5.3.1.17,ko:K01815,"ko00040,map00040",-,R04383,RC00541,"ko00000,ko00001,ko01000",-,-,-,KduI
J2S48_RS01300,G,1309.034675,613.8001758,2351.886425,1.886662501,1.941156378,0.286985488,6.763953089,1.34E-11,2.46E-10,"COG1082@1|root,COG1874@1|root,COG1082@2|Bacteria,COG1874@2|Bacteria,2I4VC@201174|Actinobacteria,4F5EV@85017|Promicromonosporaceae",NPCBM/NEW2 domain,,-,-,-,-,-,-,-,-,-,-,-,-,"BetaGal_dom2,BetaGal_dom3,BetaGal_dom4_5,Glyco_hyd_101C,Glyco_hydro_101,Glyco_hydro_35,NPCBM,NPCBM_assoc"
J2S48_RS11135,E,1667.822713,591.0818556,3282.933999,2.400770774,2.481326516,0.367156616,6.758223624,1.40E-11,2.55E-10,"COG0560@1|root,COG0560@2|Bacteria,2GJW9@201174|Actinobacteria,4F3MT@85017|Promicromonosporaceae",haloacid dehalogenase-like hydrolase,,serB1,"GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0044425,GO:0044459,GO:0044464,GO:0071944",-,-,-,-,-,-,-,-,-,-,HAD
J2S48_RS13605,M,26099.78637,12859.96057,45959.52506,1.777153868,1.837698972,0.272354116,6.747461713,1.50E-11,2.73E-10,"COG0791@1|root,COG0791@2|Bacteria,2GIWB@201174|Actinobacteria,4F4BP@85017|Promicromonosporaceae",pfam nlp p60,,spl,-,-,ko:K21471,-,-,-,-,"ko00000,ko01000,ko01002,ko01011",-,-,-,NLPC_P60
J2S48_RS09385,S,1210.122581,384.3263447,2448.816936,2.591022193,2.682509186,0.397906097,6.741563424,1.57E-11,2.83E-10,"2E3M2@1|root,32YJA@2|Bacteria,2GQQW@201174|Actinobacteria,4F1HW@85016|Cellulomonadaceae",Protein of unknown function (DUF3107),,-,-,-,-,-,-,-,-,-,-,-,-,DUF3107
J2S48_RS05010,J,81641.56582,30833.00899,157854.4011,2.291530052,2.356016552,0.350148417,6.728622593,1.71E-11,3.08E-10,"COG0184@1|root,COG0184@2|Bacteria,2IQA0@201174|Actinobacteria,4F4TP@85017|Promicromonosporaceae",Forms an intersubunit bridge (bridge B4) with the 23S rRNA of the 50S subunit in the ribosome,,rpsO,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0015935,GO:0016020,GO:0022626,GO:0022627,GO:0032991,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071944,GO:1990904",-,ko:K02956,"ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_S15
J2S48_RS13175,,3753.030537,1677.327082,6866.58572,1.977972064,2.032247716,0.304468487,6.674739104,2.48E-11,4.40E-10,,,,,,,,,,,,,,,,
J2S48_RS06930,G,14621.91507,4225.165576,30217.03932,2.741291149,2.839399632,0.427013176,6.649442661,2.94E-11,5.15E-10,"COG1264@1|root,COG1264@2|Bacteria,2IQIB@201174|Actinobacteria,4F4SM@85017|Promicromonosporaceae","phosphotransferase system, EIIB",,-,-,2.7.1.193,ko:K02803,"ko00520,ko02060,map00520,map02060",M00267,R05199,"RC00017,RC03206","ko00000,ko00001,ko00002,ko01000,ko02000","4.A.1.1.15,4.A.1.1.2,4.A.1.1.5,4.A.1.1.7",-,-,PTS_EIIB
J2S48_RS20015,-,8072.437664,3028.918763,15637.71602,2.293221473,2.366379829,0.356611283,6.635740217,3.23E-11,5.62E-10,"2A5T5@1|root,30UIJ@2|Bacteria,2I0U4@201174|Actinobacteria,4F5YI@85017|Promicromonosporaceae",-,,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS19870,J,9325.984699,3145.04834,18597.38924,2.475201937,2.563321789,0.387619947,6.612976984,3.77E-11,6.46E-10,"COG0227@1|root,COG0227@2|Bacteria,2GQNU@201174|Actinobacteria,4F4SP@85017|Promicromonosporaceae",Belongs to the bacterial ribosomal protein bL28 family,,rpmB,"GO:0003674,GO:0003735,GO:0005198",-,ko:K02902,"ko03010,map03010",M00178,-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_L28
J2S48_RS15050,,3784.10046,1431.789327,7312.567159,2.276965008,2.35470902,0.356750012,6.600445533,4.10E-11,6.96E-10,,,,,,,,,,,,,,,,
J2S48_RS18925,G,2684.154573,1379.117149,4641.710709,1.701825977,1.753079234,0.26589364,6.593159697,4.31E-11,7.27E-10,"COG1879@1|root,COG1879@2|Bacteria,2GJ0Z@201174|Actinobacteria,4F3MY@85017|Promicromonosporaceae",Periplasmic binding protein domain,,-,-,-,ko:K10439,"ko02010,ko02030,map02010,map02030",M00212,-,-,"ko00000,ko00001,ko00002,ko02000","3.A.1.2.1,3.A.1.2.13,3.A.1.2.19",-,-,Peripla_BP_4
J2S48_RS01625,S,5553.095597,2516.478683,10108.02097,1.94321935,2.004092203,0.30483784,6.574289485,4.89E-11,8.18E-10,"COG1988@1|root,COG1988@2|Bacteria,2GMNG@201174|Actinobacteria,4F3JY@85017|Promicromonosporaceae","LexA-binding, inner membrane-associated putative hydrolase",,-,-,-,-,-,-,-,-,-,-,-,-,YdjM
J2S48_RS07420,S,2848.86602,1254.304173,5240.708791,2.000495233,2.065090545,0.316255199,6.529823239,6.58E-11,1.08E-09,"2AVFB@1|root,31M7D@2|Bacteria,2I0MD@201174|Actinobacteria,4F4RS@85017|Promicromonosporaceae",Domain of unknown function (DUF2017),,-,-,-,-,-,-,-,-,-,-,-,-,DUF2017
J2S48_RS01880,,2670.598479,1074.747279,5064.37528,2.164334155,2.237224585,0.344553996,6.493102997,8.41E-11,1.37E-09,,,,,,,,,,,,,,,,
J2S48_RS10590,J,1322.559805,300.237947,2856.042591,3.122110728,3.251795509,0.501118541,6.489074424,8.64E-11,1.40E-09,"COG0267@1|root,COG0267@2|Bacteria,2GQFG@201174|Actinobacteria,4F4XN@85017|Promicromonosporaceae",Belongs to the bacterial ribosomal protein bL33 family,,rpmG,-,-,ko:K02913,"ko03010,map03010",M00178,-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_L33
J2S48_RS25005,I,4931.134849,1116.545151,10653.0194,3.121026441,3.254051672,0.503477528,6.463151767,1.03E-10,1.64E-09,"COG0764@1|root,COG0764@2|Bacteria",3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity,,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS08330,EGP,29079.0834,10092.57724,57558.84265,2.42020865,2.511157848,0.38940695,6.448672397,1.13E-10,1.78E-09,"COG0477@1|root,COG0477@2|Bacteria,2GIYR@201174|Actinobacteria,4F56A@85017|Promicromonosporaceae",Sugar (and other) transporter,,-,-,-,-,-,-,-,-,-,-,-,-,Sugar_tr
J2S48_RS20480,S,4270.393874,1970.813858,7719.763897,1.906183327,1.969097091,0.305436323,6.446833404,1.14E-10,1.78E-09,"COG4243@1|root,COG4243@2|Bacteria,2GMVK@201174|Actinobacteria,4F4F3@85017|Promicromonosporaceae",VKc,,-,-,-,-,-,-,-,-,-,-,-,-,VKOR
J2S48_RS04535,S,163226.1481,37913.79983,351194.6704,3.295721131,3.211561879,0.49901729,6.435772748,1.23E-10,1.91E-09,"2E49S@1|root,32Z5G@2|Bacteria,2IHN1@201174|Actinobacteria,4F4U7@85017|Promicromonosporaceae",Protein of unknown function (DUF3040),,-,-,-,-,-,-,-,-,-,-,-,-,DUF3040
J2S48_RS24885,M,316.4528812,11.05843651,774.5445483,6.098546083,6.427098928,1.004818997,6.396275295,1.59E-10,2.46E-09,"COG0682@1|root,COG0682@2|Bacteria,2GKSS@201174|Actinobacteria,4F3WT@85017|Promicromonosporaceae",Transfers the N-acyl diglyceride group on what will become the N-terminal cysteine of membrane lipoproteins,,lgt,"GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0008150,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0040007,GO:0044425,GO:0044459,GO:0044464,GO:0071944",-,-,-,-,-,-,-,-,-,-,LGT
J2S48_RS19245,G,18897.8381,9475.70825,33031.03288,1.7437436,1.801700959,0.282545358,6.376678675,1.81E-10,2.78E-09,"COG2971@1|root,COG2971@2|Bacteria,2GKBF@201174|Actinobacteria,4F5IP@85017|Promicromonosporaceae",BadF/BadG/BcrA/BcrD ATPase family,,-,-,-,-,-,-,-,-,-,-,-,-,BcrAD_BadFG
J2S48_RS14590,ET,7163.622319,3578.778687,12540.88777,1.754331887,1.809883796,0.284288583,6.366361175,1.94E-10,2.96E-09,"COG0834@1|root,COG0834@2|Bacteria,2I3WP@201174|Actinobacteria,4F3JC@85017|Promicromonosporaceae",Belongs to the bacterial solute-binding protein 3 family,,tcyA,-,-,ko:K02424,"ko02010,map02010",M00234,-,-,"ko00000,ko00001,ko00002,ko02000,ko02035","3.A.1.3.10,3.A.1.3.14",-,-,SBP_bac_3
J2S48_RS07370,-,724.7765108,143.8531294,1596.161583,3.334256551,3.483857412,0.548695488,6.349345839,2.16E-10,3.28E-09,"2BBE7@1|root,324XD@2|Bacteria,2GRRW@201174|Actinobacteria",-,,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS04585,C,3770.18604,1905.102949,6567.810677,1.722634798,1.783561505,0.281485118,6.336255067,2.35E-10,3.56E-09,"COG0111@1|root,COG0111@2|Bacteria,2GJGA@201174|Actinobacteria,4F3J7@85017|Promicromonosporaceae","D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain",,serA,-,"1.1.1.399,1.1.1.95",ko:K00058,"ko00260,ko00680,ko01100,ko01120,ko01130,ko01200,ko01230,map00260,map00680,map01100,map01120,map01130,map01200,map01230",M00020,R01513,RC00031,"ko00000,ko00001,ko00002,ko01000,ko04147",-,-,-,"2-Hacid_dh,2-Hacid_dh_C"
J2S48_RS00495,,4076.060378,802.8624911,8985.857209,3.334578293,3.488385233,0.552802987,6.310358871,2.78E-10,4.17E-09,,,,,,,,,,,,,,,,
J2S48_RS12575,S,6663.424922,981.6394814,15186.10308,3.768349458,3.948046731,0.62602131,6.306569231,2.85E-10,4.22E-09,"COG5620@1|root,COG5620@2|Bacteria,2GS1C@201174|Actinobacteria,4F4S8@85017|Promicromonosporaceae","Psort location Cytoplasmic, score",,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS17260,S,2737.268152,489.7634847,6108.525152,3.491150277,3.652812944,0.579715655,6.301042435,2.96E-10,4.33E-09,"COG3583@1|root,COG3583@2|Bacteria,2I2GH@201174|Actinobacteria,4F495@85017|Promicromonosporaceae",G5,,-,-,-,ko:K21688,-,-,-,-,ko00000,-,-,-,"DUF348,G5,SLT"
J2S48_RS01250,K,2422.525604,1258.442144,4168.650793,1.678930001,1.730753728,0.275052131,6.292457076,3.12E-10,4.56E-09,"COG1609@1|root,COG1609@2|Bacteria",purine nucleotide biosynthetic process,,-,-,-,-,-,-,-,-,-,-,-,-,"GntR,Peripla_BP_3"
J2S48_RS09845,M,1249.266107,410.0772679,2508.049366,2.496819937,2.601327673,0.413913944,6.284706544,3.28E-10,4.77E-09,"COG1086@1|root,COG2148@1|root,COG1086@2|Bacteria,COG2148@2|Bacteria,2GK0M@201174|Actinobacteria,4F58F@85017|Promicromonosporaceae",Bacterial sugar transferase,,-,-,-,-,-,-,-,-,-,-,-,-,"Bac_transf,CoA_binding_3"
J2S48_RS21725,,84.15476555,0,210.3869139,10.6610685,9.574868589,1.528600292,6.263814445,3.76E-10,5.41E-09,,,,,,,,,,,,,,,,
J2S48_RS10145,O,5253.149676,2093.541842,9992.561426,2.172599667,2.254356267,0.360906296,6.246375561,4.20E-10,6.00E-09,"COG0386@1|root,COG0386@2|Bacteria,2IFJH@201174|Actinobacteria,4F4HC@85017|Promicromonosporaceae",Glutathione peroxidase,,gpx,-,1.11.1.9,ko:K00432,"ko00480,ko00590,ko04918,map00480,map00590,map04918",-,"R00274,R07034,R07035","RC00011,RC00982","ko00000,ko00001,ko01000",-,-,-,GSHPx
J2S48_RS13620,,993.357207,273.3707299,2073.336923,2.809811463,2.930549983,0.469809405,6.23774227,4.44E-10,6.31E-09,,,,,,,,,,,,,,,,
J2S48_RS01850,K,1029.62227,360.6656965,2033.05713,2.402298331,2.49903955,0.401814683,6.219383354,4.99E-10,6.98E-09,"COG1309@1|root,COG1309@2|Bacteria,2IEP0@201174|Actinobacteria",transcriptional regulator,,-,-,-,-,-,-,-,-,-,-,-,-,TetR_N
J2S48_RS24975,Q,4796.180067,2354.70315,8458.395443,1.786081165,1.845367938,0.297192455,6.209336432,5.32E-10,7.41E-09,"COG2124@1|root,COG2124@2|Bacteria,2GJKV@201174|Actinobacteria",Belongs to the cytochrome P450 family,,-,-,-,-,-,-,-,-,-,-,-,-,p450
J2S48_RS04035,C,4367.908826,941.5309772,9507.475598,3.186967209,3.337437401,0.538388036,6.198944213,5.68E-10,7.88E-09,"COG0277@1|root,COG0277@2|Bacteria,2H3K3@201174|Actinobacteria,4E18A@85010|Pseudonocardiales",overlaps another CDS with the same product name,,-,-,-,ko:K11472,"ko00630,ko01100,ko01110,ko01120,ko01130,map00630,map01100,map01110,map01120,map01130",-,R00475,RC00042,"ko00000,ko00001",-,-,-,"FAD-oxidase_C,FAD_binding_4"
J2S48_RS04040,C,928.6614844,106.0182835,2162.626286,4.117501767,4.321698156,0.700706338,6.167631032,6.93E-10,9.46E-09,"COG0277@1|root,COG0277@2|Bacteria,2GKI9@201174|Actinobacteria,4F49R@85017|Promicromonosporaceae","FAD linked oxidases, C-terminal domain",,-,-,-,-,-,-,-,-,-,-,-,-,"FAD-oxidase_C,FAD_binding_4"
J2S48_RS04390,K,8619.510225,3414.14818,16427.55329,2.184417255,2.267348668,0.367872899,6.163402286,7.12E-10,9.68E-09,"COG1734@1|root,COG1734@2|Bacteria,2GJBE@201174|Actinobacteria,4F4GD@85017|Promicromonosporaceae","Transcriptional regulator, TraR DksA family",,-,-,-,ko:K06204,"ko02026,map02026",-,-,-,"ko00000,ko00001,ko03000,ko03009,ko03021",-,-,-,zf-dskA_traR
J2S48_RS23975,,604.1733892,119.8520531,1330.655393,3.340769032,3.503961164,0.570107843,6.146137455,7.94E-10,1.08E-08,,,,,,,,,,,,,,,,
J2S48_RS13200,-,16683.65396,6261.716492,32316.56017,2.273982929,2.368399651,0.386188942,6.132748486,8.64E-10,1.17E-08,"29QBK@1|root,30BAT@2|Bacteria,2IH7J@201174|Actinobacteria,4F432@85017|Promicromonosporaceae",-,,-,-,-,-,-,-,-,-,-,-,-,-,-
